ID,price,currency,brand,model,year,mileage,engine_volume,fuel_type,power,transmission,bodytype,colour

ID: 6123270351,13 800,PLN,Daihatsu,Materia,2006,181 000 km,1 495 cm3,Benzyna,103 KM,Manualna,Minivan,Brązowy

ID: 6123270351,13 800,PLN,Daihatsu,Materia,2006,181 000 km,1 495 cm3,Benzyna,103 KM,Manualna,Minivan,Brązowy

ID: 6124360109,73 900,PLN,Mercedes-Benz,GL,2012,174 484 km,4 663 cm3,Benzyna,340 KM,Automatyczna,SUV,Srebrny

ID: 6124360109,73 900,PLN,Mercedes-Benz,GL,2012,174 484 km,4 663 cm3,Benzyna,340 KM,Automatyczna,SUV,Srebrny

ID: 6124360115,44 900,PLN,Hyundai,i40,2016,195 000 km,1 685 cm3,Diesel,141 KM,Manualna,Kombi,Czarny

ID: 6124360115,44 900,PLN,Hyundai,i40,2016,195 000 km,1 685 cm3,Diesel,141 KM,Manualna,Kombi,Czarny

ID: 6122645224,79 999,PLN,Renault,Megane,2022,54 000 km,1 332 cm3,Benzyna,140 KM,Manualna,Kompakt,Czarny

ID: 6122645224,79 999,PLN,Renault,Megane,2022,54 000 km,1 332 cm3,Benzyna,140 KM,Manualna,Kompakt,Czarny

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6121423904,219 384,PLN,Audi,Q3 Sportback,2024,3 821 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Kombi,Czarny

ID: 6123270128,7 600,PLN,Chevrolet,Matiz,2006,102 000 km,995 cm3,Benzyna,67 KM,Manualna,Kompakt,Pomarańczowy

ID: 6123270128,7 600,PLN,Chevrolet,Matiz,2006,102 000 km,995 cm3,Benzyna,67 KM,Manualna,Kompakt,Pomarańczowy

ID: 6113010997,34 500,PLN,Volkswagen,Passat,2013,211 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,Srebrny

ID: 6113010997,34 500,PLN,Volkswagen,Passat,2013,211 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,Srebrny

ID: 6123902907,53 900,PLN,Hyundai,Kona,2020,49 600 km,998 cm3,Benzyna,120 KM,Manualna,SUV,Niebieski

ID: 6123902907,53 900,PLN,Hyundai,Kona,2020,49 600 km,998 cm3,Benzyna,120 KM,Manualna,SUV,Niebieski

ID: 6124359395,36 900,PLN,Volkswagen,Polo,2011,196 000 km,1 390 cm3,Benzyna,180 KM,Automatyczna,Auta małe,Czarny

ID: 6124359395,36 900,PLN,Volkswagen,Polo,2011,196 000 km,1 390 cm3,Benzyna,180 KM,Automatyczna,Auta małe,Czarny

ID: 6123133698,87 900,PLN,Peugeot,3008,2019,120 000 km,1 598 cm3,Benzyna,181 KM,Automatyczna,SUV,Granatowy

ID: 6123133698,87 900,PLN,Peugeot,3008,2019,120 000 km,1 598 cm3,Benzyna,181 KM,Automatyczna,SUV,Granatowy

ID: 6116542772,115 000,PLN,Volvo,XC 60,2018,64 380 km,1 969 cm3,Diesel,150 KM,Manualna,SUV,Srebrny

ID: 6116542772,115 000,PLN,Volvo,XC 60,2018,64 380 km,1 969 cm3,Diesel,150 KM,Manualna,SUV,Srebrny

ID: 6123086163,18 900,PLN,Opel,Meriva,2010,189 960 km,1 398 cm3,Benzyna,100 KM,Manualna,Minivan,Szary

ID: 6123086163,18 900,PLN,Opel,Meriva,2010,189 960 km,1 398 cm3,Benzyna,100 KM,Manualna,Minivan,Szary

ID: 6124358361,135 915,PLN,Mercedes-Benz,Klasa E,2020,196 000 km,1 991 cm3,Benzyna,197 KM,Automatyczna,Kombi,Czarny

ID: 6124358361,135 915,PLN,Mercedes-Benz,Klasa E,2020,196 000 km,1 991 cm3,Benzyna,197 KM,Automatyczna,Kombi,Czarny

ID: 6119417597,86 900,PLN,Ford,Mondeo,2019,117 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,Sedan,Szary

ID: 6119417597,86 900,PLN,Ford,Mondeo,2019,117 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,Sedan,Szary

ID: 6124356790,66 000,PLN,Mercedes-Benz,Klasa S,2009,192 000 km,2 987 cm3,Diesel,235 KM,Automatyczna,Sedan,Czarny

ID: 6124356790,66 000,PLN,Mercedes-Benz,Klasa S,2009,192 000 km,2 987 cm3,Diesel,235 KM,Automatyczna,Sedan,Czarny

ID: 6124360003,220 000,PLN,BMW,X3 M,2020,40 000 km,2 993 cm3,Benzyna,510 KM,Automatyczna,SUV,Czarny

ID: 6124360003,220 000,PLN,BMW,X3 M,2020,40 000 km,2 993 cm3,Benzyna,510 KM,Automatyczna,SUV,Czarny

ID: 6124360026,223 900,PLN,Audi,S6,2021,53 000 km,2 967 cm3,Diesel,349 KM,Automatyczna,Sedan,Czarny

ID: 6124360026,223 900,PLN,Audi,S6,2021,53 000 km,2 967 cm3,Diesel,349 KM,Automatyczna,Sedan,Czarny

ID: 6124360128,63 000,PLN,Skoda,Superb,2016,243 000 km,1 968 cm3,Diesel,190 KM,Manualna,Kompakt,Czarny

ID: 6124360128,63 000,PLN,Skoda,Superb,2016,243 000 km,1 968 cm3,Diesel,190 KM,Manualna,Kompakt,Czarny

ID: 6124358369,64 900,PLN,Renault,Kadjar,2017,168 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6124358369,64 900,PLN,Renault,Kadjar,2017,168 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6124356552,196 300,PLN,Renault,Austral,2023,5 456 km,1 199 cm3,Benzyna,130 KM,Automatyczna,SUV,Czarny

ID: 6124356552,196 300,PLN,Renault,Austral,2023,5 456 km,1 199 cm3,Benzyna,130 KM,Automatyczna,SUV,Czarny

ID: 6117330324,8 900,PLN,Audi,A2,2001,240 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Kompakt,Czarny

ID: 6117330324,8 900,PLN,Audi,A2,2001,240 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Kompakt,Czarny

ID: 6124360265,153 000,PLN,BMW,Seria 3,2021,34 580 km,1 998 cm3,Hybryda Plug-in,184 KM,Automatyczna,Sedan,Biały

ID: 6124360265,153 000,PLN,BMW,Seria 3,2021,34 580 km,1 998 cm3,Hybryda Plug-in,184 KM,Automatyczna,Sedan,Biały

ID: 6124349250,82 490,PLN,BMW,Seria 6,2009,168 279 km,4 799 cm3,367 KM,Benzyna,Automatyczna,Coupe,Czarny

ID: 6124349250,82 490,PLN,BMW,Seria 6,2009,168 279 km,4 799 cm3,367 KM,Benzyna,Automatyczna,Coupe,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6119882902,112 250,PLN,Volkswagen,Polo,2023,500 km,1 000 cm3,95 KM,Benzyna,Automatyczna,Kompakt,Biały

ID: 6119882902,112 250,PLN,Volkswagen,Polo,2023,500 km,1 000 cm3,95 KM,Benzyna,Automatyczna,Kompakt,Biały

ID: 6124360220,163 000,PLN,Mercedes-Benz,Klasa E,2017,124 000 km,1 950 cm3,Diesel,195 KM,Automatyczna,Sedan,Czarny

ID: 6124360220,163 000,PLN,Mercedes-Benz,Klasa E,2017,124 000 km,1 950 cm3,Diesel,195 KM,Automatyczna,Sedan,Czarny

ID: 6124360175,45 900,PLN,Volkswagen,Golf,2013,189 000 km,1 984 cm3,Benzyna,220 KM,Automatyczna,Kompakt,Czerwony

ID: 6124360175,45 900,PLN,Volkswagen,Golf,2013,189 000 km,1 984 cm3,Benzyna,220 KM,Automatyczna,Kompakt,Czerwony

ID: 6124360171,44 900,PLN,Audi,A4,2013,207 007 km,1 968 cm3,Diesel,120 KM,Manualna,Sedan,Brązowy

ID: 6124360171,44 900,PLN,Audi,A4,2013,207 007 km,1 968 cm3,Diesel,120 KM,Manualna,Sedan,Brązowy

ID: 6124360187,126 700,PLN,Audi,Q3,2021,68 505 km,1 968 cm3,Diesel,150 KM,Automatyczna,SUV,Szary

ID: 6124360187,126 700,PLN,Audi,Q3,2021,68 505 km,1 968 cm3,Diesel,150 KM,Automatyczna,SUV,Szary

ID: 6124359036,30 900,PLN,Jaguar,XF,2008,135 200 km,2 720 cm3,Diesel,207 KM,Automatyczna,Sedan,Złoty

ID: 6124359036,30 900,PLN,Jaguar,XF,2008,135 200 km,2 720 cm3,Diesel,207 KM,Automatyczna,Sedan,Złoty

ID: 6124360178,58 900,PLN,Fiat,Freemont,2015,118 000 km,1 956 cm3,Diesel,170 KM,Automatyczna,Minivan,Czarny

ID: 6124360178,58 900,PLN,Fiat,Freemont,2015,118 000 km,1 956 cm3,Diesel,170 KM,Automatyczna,Minivan,Czarny

ID: 6124360163,91 000,PLN,Volkswagen,Multivan,2009,202 738 km,1 968 cm3,Diesel,179 KM,Manualna,Minivan,Czarny

ID: 6124360163,91 000,PLN,Volkswagen,Multivan,2009,202 738 km,1 968 cm3,Diesel,179 KM,Manualna,Minivan,Czarny

ID: 6119463902,45 999,PLN,Ford,Kuga,2013,223 500 km,1 997 cm3,Diesel,140 KM,Manualna,SUV,Czarny

ID: 6119463902,45 999,PLN,Ford,Kuga,2013,223 500 km,1 997 cm3,Diesel,140 KM,Manualna,SUV,Czarny

ID: 6124359377,69 900,PLN,Dodge,Grand Caravan,2017,198 000 km,3 605 cm3,Benzyna+LPG,283 KM,Automatyczna,SUV,Srebrny

ID: 6124359377,69 900,PLN,Dodge,Grand Caravan,2017,198 000 km,3 605 cm3,Benzyna+LPG,283 KM,Automatyczna,SUV,Srebrny

ID: 6100804398,71 000,PLN,Ford,Kuga,2018,51 000 km,1 997 cm3,Diesel,150 KM,Manualna,SUV,Biały

ID: 6100804398,71 000,PLN,Ford,Kuga,2018,51 000 km,1 997 cm3,Diesel,150 KM,Manualna,SUV,Biały

ID: 6115144014,18 900,PLN,Renault,Megane,2011,183 000 km,1 461 cm3,Diesel,110 KM,Manualna,Auta małe,Inny kolor

ID: 6115144014,18 900,PLN,Renault,Megane,2011,183 000 km,1 461 cm3,Diesel,110 KM,Manualna,Auta małe,Inny kolor

ID: 6123905243,19 999,PLN,Seat,Altea,2008,129 000 km,1 984 cm3,Benzyna,200 KM,Manualna,Minivan,Inny kolor

ID: 6123905243,19 999,PLN,Seat,Altea,2008,129 000 km,1 984 cm3,Benzyna,200 KM,Manualna,Minivan,Inny kolor

ID: 6122987238,6 490,PLN,Volkswagen,Passat,1997,280 200 km,1 781 cm3,Benzyna,150 KM,Manualna,Sedan,Srebrny

ID: 6122987238,6 490,PLN,Volkswagen,Passat,1997,280 200 km,1 781 cm3,Benzyna,150 KM,Manualna,Sedan,Srebrny

ID: 6124360071,19 000,PLN,Volkswagen,Passat,2010,270 000 km,1 968 cm3,140 KM,Diesel,Automatyczna,Sedan,Czarny

ID: 6124360071,19 000,PLN,Volkswagen,Passat,2010,270 000 km,1 968 cm3,140 KM,Diesel,Automatyczna,Sedan,Czarny

ID: 6122872107,17 900,PLN,Citroën,C5,2008,270 000 km,1 997 cm3,Diesel,140 KM,Manualna,Sedan,Złoty

ID: 6122872107,17 900,PLN,Citroën,C5,2008,270 000 km,1 997 cm3,Diesel,140 KM,Manualna,Sedan,Złoty

ID: 6123235166,24 900,PLN,Jeep,Cherokee,2004,326 000 km,2 499 cm3,Diesel,143 KM,Manualna,SUV,Czarny

ID: 6123235166,24 900,PLN,Jeep,Cherokee,2004,326 000 km,2 499 cm3,Diesel,143 KM,Manualna,SUV,Czarny

ID: 6118236804,17 900,PLN,Ford,Mondeo,2009,272 038 km,2 179 cm3,Diesel,175 KM,Manualna,Kompakt,Czarny

ID: 6118236804,17 900,PLN,Ford,Mondeo,2009,272 038 km,2 179 cm3,Diesel,175 KM,Manualna,Kompakt,Czarny

ID: 6121535469,316 900,PLN,Volvo,XC 90,2023,30 536 km,1 969 cm3,Diesel,235 KM,Automatyczna,SUV,Czarny

ID: 6121535469,316 900,PLN,Volvo,XC 90,2023,30 536 km,1 969 cm3,Diesel,235 KM,Automatyczna,SUV,Czarny

ID: 6123270351,13 800,PLN,Daihatsu,Materia,2006,181 000 km,1 495 cm3,103 KM,Benzyna,Manualna,Minivan,Brązowy

ID: 6123270351,13 800,PLN,Daihatsu,Materia,2006,181 000 km,1 495 cm3,103 KM,Benzyna,Manualna,Minivan,Brązowy

ID: 6124360109,73 900,PLN,Mercedes-Benz,GL,2012,174 484 km,4 663 cm3,Benzyna,340 KM,Automatyczna,SUV,Srebrny

ID: 6124360109,73 900,PLN,Mercedes-Benz,GL,2012,174 484 km,4 663 cm3,Benzyna,340 KM,Automatyczna,SUV,Srebrny

ID: 6124360115,44 900,PLN,Hyundai,i40,2016,195 000 km,1 685 cm3,Diesel,141 KM,Manualna,Kombi,Czarny

ID: 6124360115,44 900,PLN,Hyundai,i40,2016,195 000 km,1 685 cm3,Diesel,141 KM,Manualna,Kombi,Czarny

ID: 6122645224,79 999,PLN,Renault,Megane,2022,54 000 km,1 332 cm3,Benzyna,140 KM,Manualna,Kompakt,Czarny

ID: 6122645224,79 999,PLN,Renault,Megane,2022,54 000 km,1 332 cm3,Benzyna,140 KM,Manualna,Kompakt,Czarny

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122971206,45 555,PLN,Seat,Leon,2014,81 000 km,1 197 cm3,Benzyna,110 KM,Automatyczna,Kombi,Biały

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6122645049,159 900,PLN,Volvo,V60,2023,13 805 km,1 969 cm3,Benzyna,163 KM,Automatyczna,Kombi,Czarny

ID: 6123907382,32 900,PLN,Hyundai,i40,2013,271 000 km,1 685 cm3,Diesel,136 KM,Manualna,Kombi,Biały

ID: 6123907382,32 900,PLN,Hyundai,i40,2013,271 000 km,1 685 cm3,Diesel,136 KM,Manualna,Kombi,Biały

ID: 6124360387,24 700,PLN,Volkswagen,Polo,2012,154 000 km,1 198 cm3,70 KM,Benzyna,Manualna,Kabriolet,Srebrny

ID: 6124360387,24 700,PLN,Volkswagen,Polo,2012,154 000 km,1 198 cm3,70 KM,Benzyna,Manualna,Kabriolet,Srebrny

ID: 6122391136,64 999,PLN,Toyota,Corolla,2019,149 000 km,1 798 cm3,98 KM,Hybryda,Automatyczna,Kombi,Srebrny

ID: 6122391136,64 999,PLN,Toyota,Corolla,2019,149 000 km,1 798 cm3,98 KM,Hybryda,Automatyczna,Kombi,Srebrny

ID: 6121653595,68 000,PLN,Volkswagen,Golf,2020,57 260 km,1 498 cm3,150 KM,Benzyna,Automatyczna,Kompakt,Biały

ID: 6121653595,68 000,PLN,Volkswagen,Golf,2020,57 260 km,1 498 cm3,150 KM,Benzyna,Automatyczna,Kompakt,Biały

ID: 6123699151,64 000,PLN,Ford,Escape,2017,164 000 km,1 499 cm3,Benzyna+LPG,182 KM,Automatyczna,SUV,Inny kolor

ID: 6123699151,64 000,PLN,Ford,Escape,2017,164 000 km,1 499 cm3,Benzyna+LPG,182 KM,Automatyczna,SUV,Inny kolor

ID: 6124360416,18 500,PLN,Seat,Ibiza,2011,126 500 km,1 198 cm3,Benzyna,70 KM,Manualna,Auta miejskie,Czarny

ID: 6124360416,18 500,PLN,Seat,Ibiza,2011,126 500 km,1 198 cm3,Benzyna,70 KM,Manualna,Auta miejskie,Czarny

ID: 6122913532,44 900,PLN,BMW,Seria 2,2017,167 900 km,1 496 cm3,116 KM,Diesel,Manualna,Minivan,Szary

ID: 6122913532,44 900,PLN,BMW,Seria 2,2017,167 900 km,1 496 cm3,116 KM,Diesel,Manualna,Minivan,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6123473395,56 900,PLN,Hyundai,I30,2019,85 000 km,1 368 cm3,Benzyna,100 KM,Manualna,Kompakt,Szary

ID: 6120694266,16 900,PLN,Hyundai,I30,2010,179 000 km,1 396 cm3,Benzyna,109 KM,Manualna,Auta małe,Granatowy

ID: 6120694266,16 900,PLN,Hyundai,I30,2010,179 000 km,1 396 cm3,Benzyna,109 KM,Manualna,Auta małe,Granatowy

ID: 6124360394,7 000,PLN,Opel,Astra,2004,315 000 km,1 686 cm3,Diesel,100 KM,Manualna,Auta małe,Czarny

ID: 6124360394,7 000,PLN,Opel,Astra,2004,315 000 km,1 686 cm3,Diesel,100 KM,Manualna,Auta małe,Czarny

ID: 6123139172,78 899,PLN,Ford,S-Max,2019,204 279 km,1 997 cm3,Diesel,190 KM,Automatyczna,Minivan,Biały

ID: 6123139172,78 899,PLN,Ford,S-Max,2019,204 279 km,1 997 cm3,Diesel,190 KM,Automatyczna,Minivan,Biały

ID: 6123124037,37 900,PLN,Ford,Kuga,2010,116 000 km,1 997 cm3,Diesel,140 KM,Manualna,SUV,Czarny

ID: 6123124037,37 900,PLN,Ford,Kuga,2010,116 000 km,1 997 cm3,Diesel,140 KM,Manualna,SUV,Czarny

ID: 6124360335,12 000,PLN,Skoda,Octavia,2008,313 000 km,1 896 cm3,Diesel,105 KM,Manualna,Sedan,Srebrny

ID: 6124360335,12 000,PLN,Skoda,Octavia,2008,313 000 km,1 896 cm3,Diesel,105 KM,Manualna,Sedan,Srebrny

ID: 6124357141,69 900,PLN,Kia,Pro_cee'd,2021,48 800 km,1 482 cm3,Benzyna,160 KM,Automatyczna,Kombi,Czerwony

ID: 6124357141,69 900,PLN,Kia,Pro_cee'd,2021,48 800 km,1 482 cm3,Benzyna,160 KM,Automatyczna,Kombi,Czerwony

ID: 6124297570,87 000,PLN,Lexus,NX,2015,147 000 km,2 494 cm3,Benzyna,155 KM,Automatyczna,SUV,Szary

ID: 6124297570,87 000,PLN,Lexus,NX,2015,147 000 km,2 494 cm3,Benzyna,155 KM,Automatyczna,SUV,Szary

ID: 6121660283,159 900,PLN,Land Rover,Range Rover Velar,2018,155 333 km,1 999 cm3,Diesel,240 KM,Automatyczna,SUV,Szary

ID: 6121660283,159 900,PLN,Land Rover,Range Rover Velar,2018,155 333 km,1 999 cm3,Diesel,240 KM,Automatyczna,SUV,Szary

ID: 6124360347,69 999,PLN,Volvo,V40,2018,163 000 km,1 969 cm3,Benzyna,152 KM,Manualna,Kompakt,Granatowy

ID: 6124360347,69 999,PLN,Volvo,V40,2018,163 000 km,1 969 cm3,Benzyna,152 KM,Manualna,Kompakt,Granatowy

ID: 6124360128,63 000,PLN,Skoda,Superb,2016,243 000 km,1 968 cm3,Diesel,190 KM,Manualna,Kompakt,Czarny

ID: 6124360128,63 000,PLN,Skoda,Superb,2016,243 000 km,1 968 cm3,Diesel,190 KM,Manualna,Kompakt,Czarny

ID: 6124358369,64 900,PLN,Renault,Kadjar,2017,168 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6124358369,64 900,PLN,Renault,Kadjar,2017,168 000 km,1 598 cm3,Diesel,130 KM,Manualna,SUV,Czarny

ID: 6124356552,196 300,PLN,Renault,Austral,2023,5 456 km,1 199 cm3,130 KM,Benzyna,Automatyczna,SUV,Czarny

ID: 6124356552,196 300,PLN,Renault,Austral,2023,5 456 km,1 199 cm3,130 KM,Benzyna,Automatyczna,SUV,Czarny

ID: 6117330324,8 900,PLN,Audi,A2,2001,240 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Kompakt,Czarny

ID: 6117330324,8 900,PLN,Audi,A2,2001,240 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Kompakt,Czarny

ID: 6124360265,153 000,PLN,BMW,Seria 3,2021,34 580 km,1 998 cm3,Hybryda Plug-in,184 KM,Automatyczna,Sedan,Biały

ID: 6124360265,153 000,PLN,BMW,Seria 3,2021,34 580 km,1 998 cm3,Hybryda Plug-in,184 KM,Automatyczna,Sedan,Biały

ID: 6124349250,82 490,PLN,BMW,Seria 6,2009,168 279 km,4 799 cm3,Benzyna,367 KM,Automatyczna,Coupe,Czarny

ID: 6124349250,82 490,PLN,BMW,Seria 6,2009,168 279 km,4 799 cm3,Benzyna,367 KM,Automatyczna,Coupe,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

ID: 6123472813,156 984,PLN,Kia,Sportage,2024,1 km,1 598 cm3,Hybryda,215 KM,Automatyczna,SUV,Czarny

